종목명,항목,내용
피아노조율기능사,진로 및 전망,"- 주로 피아노제조업체, 피아노신품대리점, 중고대리점, 피아노 수리 및 조율서비스업체   등으로 진출하며, 프리랜서 형태로 자영업을 하기도 한다. - 피아노는 문화생활용품으로 인식되기 때문에 생활수준의 향상에 따라 보급대수가 증   가할 것으로 전망된다. 참고로 1998년 12월 현재 국내 피아노 보급대수(전자피아노제   외)는 대략 230만대이다. 그렇지만 전자악기에 대한 수요증가로 향후 피아노 보급 증   가폭은 그리 크지 않을 전망이다. 또한 피아"
피아노조율기능사,출제경향," 피아노의 올바른 동작과 정확한 음률, 음량, 음색을 내게 하기 위하여 조율공구와 조정공구를 사용하여 피아노를 조율하는 직무 능력을 평가(공개문제 참조)"
피아노조율기능사,취득방법,"① 시 행 처 : 한국산업인력공단② 훈련기관: 사설 피아노조율학원 (4개월 과정, 6개월 과정)③ 시험과목    - 필기 : 1.악기의 구조  2.음향학 및 조율 3.피아노조정 및 수리   - 실기 : 피아노조율 및 조정작업④ 검정방법   - 필기 : 객관식 60문항(총 60분)   - 실기 : 작업형(2시간 30분)⑤ 합격기준    - 필기·실기 : 100점을 만점으로 하여 60점 이상. "
한복기능사,개요,"한복이 색상, 형태 등에서 다양화, 패션화, 고급화되어 감아 따라 다시 우리생활 깊숙히 파고 들어오고 있다. 이에 따라 치수의 규격화, 패턴의 다양화, 소재개발등의 문제점 을 해결하고 전통문화를 계승, 실용성있는 한복을 많이 보급하기 위해서 기능인력을 양 성하고자 자격제도 제정. "
한복기능사,변천과정,’83.12.20. 대통령령 제11281호’98.05.09. 대통령령 제15794호현재한복기능사2급 한복기능사한복기능사
한복기능사,수행직무,"각종 한복지를 재료로 하여 고객의 체형에 맞추어 치수재기, 본뜨기, 재단하기의 공정을 거친 후 재봉틀로 박거나 손바느질을 하여 저고리, 치마, 바지, 두루마기, 마고자, 조 끼, 버선 등을 만드는 작업 수행. "
한복기능사,실시기관 홈페이지,http://www.q-net.or.kr
한복기능사,실시기관명,한국산업인력공단 
한복기능사,위 자격취득자에 대한 법령상 우대현황,"순번법령명조문내역활용내용1경찰공무원임용령제16조 특별채용의 요건특별채용의 자격2고등학교 졸업학력 검정고시 규칙제12조 과목면제고시합격자로 가늠 또는 과목면제3공직자윤리법 시행령제34조 취업승인관할 공직자윤리위원회가 취업승인을 하는 경우4공직자윤리법의 시행에 관한 대법원규칙제37조 취업승인퇴직공직자의 취업승인 요건5공직자윤리법의 시행에 관한 헌법재판소규칙제20조 취업승인퇴직공직자의 취업승인 요건6교원자격검정령 시행규칙제9조 무시험검정의 신청실기교사무시험검정인 때에는 국가기술자격증 사본(해당과목에 한한다)을 첨부하여야 무시험자격7교육감 소속 지방공무원 평정규칙제23조 자격증 등의 가점5급 이하 공무원, 연구사·지도사 및 기능직공무원이 자격증을 소지한 경우 점수 가점 평정8국가공무원법제36조의2 채용시험의 가점채용시험의 가점9국가기술자격법제14조 국가기술자격 취득자에 대한 우대국가기술자격 취득자를 우대10국가기술자격법 시행규칙제21조 시험위원의 자격 등(별표16)시험위원의 자격11국가기술자격법 시행규칙제3조 응시자격(별표3, 4)산업기사 응시자격12국가기술자격법 시행령제10조 국가기술자격의 등급과 응시자격(별표1의2)기술·기능분야 국가기술자격의 응시자격13국가기술자격법 시행령제27조 국가기술자격취득자의 취업 등에 대한 우대채용·보수 및 승진 등에 있어 해당 직무분야의 국가기술자격취득자를 우대14국가를 당사자로 하는 계약에 관한 법률 시행규칙제7조 원가계산을 할 때 단위당 가격의 기준가격을 적용함에 있어 해당 노임단가에 그 노임단가의 100분의 15 이하에 해당하는 금액을 가산15국회인사규칙제20조 특별채용의 요건동종직무에 관한 자격증소지자를 특별채용하는 경우16군무원인사법 시행규칙제16조 시험과목의 일부 면제 등국가에서 실시한 각종 자격·면허시험에 합격한 사람의 자격이 임용예정 직급과 관련이 있는 경우에는 그 자격·면허시험에 이미 응시한 시험과목에 대한 시험은 면제17군무원인사법 시행규칙제27조 가산점(별표4)승진후보자 명부작성시 자격증 및 면허증 소지자 가산18군무원인사법 시행령제10조 특별채용 요건(별표4)특별채용시험에 의하여 신규채용할 수 있는 자격19군인사법 시행규칙제14조 부사관의 임용부사관의 자격20근로자직업능력 개발법 시행령제27조 직업능력개발훈련을 위하여 근로자를 가르칠 수 있는 사람직업능력개발훈련교사의 정의21근로자직업능력 개발법 시행령제28조 직업능력개발훈련교사의 자격 취득(별표1)직업능력개발훈련교사의자격 22근로자직업능력 개발법 시행령제38조 다기능기술자과정의 학생선발방법정원 내 특별전형대상자23근로자직업능력 개발법 시행령제44조 교원 등의 임용교원을 임용할 때 자격증 소지자 우대24기능장려법 시행령제3조 영업의 우선적 인ㆍ허가등영업의 우선적 인ㆍ허가등25독학에 의한 학위취득에 관한 법률 시행령제9조 시험과목면제 대상시험과목의 전부 또는 일부를 면제받을 수 있는 자26병역법제53조 전시근로소집 대상 등전시근로소집 대상27병역법 시행령제79조 기간산업 분야 종사자 등의 산업기능요원 편입(별표2)기간산업분야종사자등의 산업기능요원 편입28병역법 시행령제83조 전문연구요원 및 산업기능요원이 종사할 해당 분야 등분야에 종사해야할 전문연구요원 및 산업기능요원29비상대비자원 관리법제2조 대상자원의 범위대상자원의 범위30선박직원법 시행령제11조 시험과목필기시험의 해당 과목을 면제31장애인 등에 대한 특수교육법 시행령제17조 전문인력의 자격 기준 등자격이 있는 진로 및 직업교육을 담당하는 전문인력32중소기업인력지원 특별법제28조 근로자의 창업지원 등당해 직종과 관련된 분야에서 신기술에 기반한 창업을 하고자 하는 경우 지원33지방공무원 임용령제17조 특별임용의 요건특별임용 하려는 경우34지방공무원 임용령제55조의3 자격증 소지자에 대한 신규임용시험의 특전6급 이하 공무원 및 기능직공무원 신규임용시험 시 필기시험 점수 가산35지방공무원 평정규칙제23조 자격증 등의 가점5급 이하 공무원, 연구사·지도사 및 기능직공무원이 자격증을 소지한 경우 점수 가점 평정36지방공무원법제34조의2 신규임용시험의 가점공무원 신규임용시험시 점수 가산37지방자치단체를 당사자로 하는 계약에 관한 법률제57조 주민참여감독자의 자격주민대표자의추천을받을수있는사람의자격기준 38지방자치단체를 당사자로 하는 계약에 관한 법률 시행규칙제7조 원가계산을 할 때 단위당 가격의 기준지방자치단체의 장 또는 계약담당자는 가격을 적용함에 있어 당해 노임단가에 동 노임단가의 100분의 15이하에 해당하는 금액을 가산39지방자치단체를 당사자로 하는 계약에 관한 법률 시행령제106조 계약심의위원회의 구성계약심의위원회의 위원40지역균형개발 및 지방중소기업 육성에 관한 법률 시행령제59조 인력의 지역정착지원인력의 지역정착지원41헌법재판소 공무원 수당규칙제6조 특수업무수당(별표2)특수업무수당지급"
한복기능사,진로 및 전망," 수공으로 맞춤 주문복을 전문으로 하는 한복점, 한복지를 주로 판매하며 맞춤도 하는   주단 및 포목점, 기성복을 전문으로 생산하는 한복제조업체로 진출할 수 있다. - 전통한복은 각종 행사나 명절에 수요가 있었으나 실용적인 면에서 다소 불편한 점이   있다. 이러한 전통한복의 단점을 개선한 생활한복은 우리 민족고유의 선과 색을 살리   면서 입기 편하고 보관도 용이한 형상복 개념으로 제작, 보급되었기 때문에 수요는   계속적으로 증가할 전망이다. 따라서 한복제조이 필요한 인력수요는 증가할 것이다."
한복기능사,출제경향," 주어진 치수대로 본뜨기, 마름질, 바느질, 끝손질의 작업으로 저고리, 마고자 등을 제작함"
한복기능사,취득방법,"① 시 행 처 : 한국산업인력공단 ② 훈련기관 : 공공직업훈련과 각 지방 부녀복지회관, 사설 복장학원이나 한복기술 학원 등에서 남자 바지저고리, 마고자, 삼회장 저고리, 깨기 저고리, 버선, 두루마기 등의 실기연습을 거치며 과정을 마친 후에 취업도 알선 하고 있음. ③ 시험과목 - 필기 : 섬유일반, 한복구성, 도안과 배색,복식의장 및 한국복식문화사 - 실기 : 한복제작 작업 ④ 검정방법 - 필기 : 객관식 4지 택일형 과목당 60문항(60분) - 실기 : 작업형 (5시간 정도) ⑤ 합격기준 : 100점 만점에 60점 이상 득점자. "
한식조리기능사,개요,"한식, 중식, 일식, 양식, 복어조리부문에 배속되어 제공될 음식에 대한 계획을 세우고  조리할 재료를 선정, 구입, 검수하고 선정된 재료를 적정한 조리기구를 사용하여 조리 업무를 수행하며 음식을 제공하는 장소에서 조리시설 및 기구를 위생적으로 관리,  유지하고, 필요한 각종 재료를 구입, 위생학적, 영양학적으로 저장 관리하면서 제공될 음식을 조리·제공하기 위한 전문인력을 양성하기 위하여 자격제도 제정. "
